ExerciseID,Level,LearningLang,KnownLang,title_en,title_fr,correctOrder_fr,correctOrder_en,timeLimitSeconds,difficulty,exercise_tag
ROS053,B2,fr,en,"Automating, but not blindly","Automatiser, mais pas aveuglément","[""Dans un open space, une entreprise teste un système automatique pour trier les demandes reçues par son service client."", ""Les premiers résultats paraissent encourageants, si bien qu’une partie de l’équipe souhaite élargir rapidement son usage à tous les dossiers simples."", ""Une responsable hésite pourtant, non parce qu’elle rejette l’outil, mais parce qu’elle remarque que certains messages correctement classés restent mal compris dans leur ton réel."", ""Ce décalage semble mineur tant qu’on regarde seulement la vitesse de traitement."", ""En revanche, il devient plus sérieux dès qu’un client formule une demande ambiguë dont l’enjeu relationnel compte autant que le contenu pratique."", ""La discussion change alors de niveau : il ne s’agit plus de savoir si l’automatisation fonctionne, mais où elle cesse d’être suffisante."", ""L’équipe choisit finalement un déploiement partiel, plus lent que prévu mais mieux ajusté aux limites qu’elle vient d’identifier.""]","[""In an open-plan office, a company is testing an automatic system for sorting requests received by its customer service department."", ""The first results seem encouraging, so part of the team wants to quickly expand its use to all simple files."", ""One manager hesitates, however, not because she rejects the tool, but because she notices that some correctly classified messages are still misunderstood in their real tone."", ""This gap seems minor as long as one looks only at processing speed."", ""By contrast, it becomes more serious as soon as a client formulates an ambiguous request whose relational stakes matter as much as the practical content."", ""The discussion then moves to another level: it is no longer about whether automation works, but where it stops being sufficient."", ""The team finally chooses a partial rollout, slower than expected but better adjusted to the limits it has just identified.""]",360,Hard,Innovation & digital transformation
ROS054,B2,fr,en,Explaining without reducing,Expliquer sans réduire,"[""Dans une galerie, une médiatrice accompagne un petit groupe devant une œuvre qui provoque aussitôt des réactions très opposées."", ""Certains visiteurs demandent une explication nette, comme si un commentaire clair devait suffire à fixer le bon sens de ce qu’ils voient."", ""La médiatrice pourrait répondre rapidement pour apaiser le flottement, mais elle sait qu’une interprétation trop fermée trahirait aussi l’œuvre."", ""Elle commence donc par relever ce que les visiteurs remarquent déjà eux-mêmes avant d’ajouter un contexte de création."", ""Ce détour ne rend pas l’objet plus simple au sens habituel, pourtant il change la manière dont le groupe accepte son ambiguïté."", ""Peu à peu, les questions cessent de chercher une réponse unique et deviennent plus attentives aux tensions internes de l’œuvre."", ""La visite s’achève sans consensus parfait, mais avec un désaccord devenu plus réfléchi que frustré.""]","[""In a gallery, a guide accompanies a small group in front of a work that immediately provokes very different reactions."", ""Some visitors ask for a clear explanation, as if a straightforward comment should be enough to fix the proper meaning of what they see."", ""The guide could answer quickly to calm the uncertainty, but she knows that an interpretation that is too closed would also betray the work."", ""She therefore begins by pointing out what the visitors themselves are already noticing before adding some context about the work’s creation."", ""This detour does not make the object simpler in the usual sense, yet it changes the way the group accepts its ambiguity."", ""Little by little, the questions stop looking for a single answer and become more attentive to the internal tensions of the work."", ""The visit ends without perfect consensus, but with a disagreement that has become more thoughtful than frustrated.""]",360,Hard,Art criticism & interpretation
ROS055,B2,fr,en,Convincing in another way,Convaincre autrement,"[""Dans une salle de débat, une intervenante défend une proposition qu’elle croyait surtout menacée par des objections idéologiques."", ""Or les premières réactions ne contestent pas ses valeurs, mais la manière dont son projet passerait concrètement du principe à l’application."", ""Ce déplacement la déstabilise un instant, parce qu’il l’oblige à quitter un terrain où son argumentation était prête depuis longtemps."", ""Elle pourrait traiter ces questions comme secondaires pour ne pas perdre la force de son message initial."", ""Pourtant, en répondant sérieusement aux difficultés de mise en œuvre, elle voit que certaines critiques ne cherchent pas à affaiblir sa position, mais à en tester la cohérence."", ""Son discours gagne alors moins en éclat qu’en solidité, ce qui modifie aussi la qualité de l’écoute en face d’elle."", ""À la fin, elle n’a pas emporté une adhésion totale, mais elle a transformé une opposition attendue en discussion plus exigeante.""]","[""In a debate room, a speaker defends a proposal that she believed was mainly threatened by ideological objections."", ""Yet the first reactions do not challenge her values, but the way her project would concretely move from principle to implementation."", ""This shift unsettles her for a moment, because it forces her to leave a ground where her argument had been ready for a long time."", ""She could treat these questions as secondary so as not to lose the force of her initial message."", ""Yet by responding seriously to the difficulties of implementation, she sees that some criticisms are not trying to weaken her position, but to test its coherence."", ""Her speech then gains less in brilliance than in solidity, which also changes the quality of the listening in front of her."", ""In the end, she has not won total support, but she has transformed an expected opposition into a more demanding discussion.""]",360,Hard,"Abstract ideas, opinions & argumentation"
ROS056,B2,fr,en,An agreement less simple than it seemed,Un accord moins simple qu’il semblait,"[""Dans un bureau partagé, deux indépendants sont sur le point d’accepter une collaboration proposée comme “souple” et “sans contrainte lourde”."", ""Cette présentation les rassure d’abord, car aucun des deux ne souhaite alourdir le projet avec un formalisme excessif."", ""Pourtant, en lisant attentivement le document, ils s’aperçoivent qu’une clause sur l’exclusivité pourrait limiter bien davantage leurs activités futures qu’ils ne l’avaient compris."", ""Le problème n’est pas que le texte soit trompeur au sens strict, mais qu’une formule apparemment légère produise en réalité un effet très engageant."", ""L’un veut signer quand même en pariant sur une interprétation raisonnable, alors que l’autre refuse de fonder sa sécurité sur une simple intention supposée."", ""Après discussion, ils demandent donc une reformulation écrite plutôt que de se contenter d’une assurance orale reçue par téléphone."", ""La négociation ralentit aussitôt, mais ils préfèrent ce contretemps à un accord dont la souplesse n’aurait été qu’apparente.""]","[""In a shared office, two freelancers are about to accept a collaboration presented as “flexible” and “without heavy constraints.”"", ""This presentation first reassures them, because neither wants to burden the project with excessive formality."", ""Yet while reading the document carefully, they realize that a clause on exclusivity could limit their future activities far more than they had understood."", ""The problem is not that the text is misleading in the strict sense, but that an apparently light formula actually produces a very binding effect."", ""One wants to sign anyway, betting on a reasonable interpretation, whereas the other refuses to base his security on a merely supposed intention."", ""After discussion, they therefore ask for a written rewording rather than settling for an oral assurance received by phone."", ""The negotiation immediately slows down, but they prefer that delay to an agreement whose flexibility would only have been apparent.""]",360,Hard,Law and legal terms
ROS057,B2,fr,en,Protecting without excluding,Protéger sans exclure,"[""Dans une salle de sport, un encadrant doit réagir après plusieurs remarques sur le comportement d’un adhérent jugé brusque avec les débutants."", ""Une partie du groupe veut une mesure rapide pour rétablir un climat plus serein, tandis que d’autres rappellent qu’aucun incident explicite n’a encore justifié une sanction nette."", ""L’encadrant comprend alors qu’il ne lui suffit pas de choisir entre passivité et exclusion immédiate."", ""S’il minimise les signaux reçus, il risque d’abandonner ceux qui se sentent déjà mal à l’aise."", ""Mais s’il tranche trop brutalement, il transformera peut-être un problème de cadre en accusation personnelle mal fondée."", ""Il opte finalement pour un rappel collectif des règles, accompagné d’un échange individuel avec l’adhérent concerné."", ""La solution reste imparfaite, pourtant elle affirme une responsabilité sans prétendre résoudre par un geste simple une situation encore ambiguë.""]","[""In a gym, an instructor has to react after several comments about the behavior of a member judged brusque with beginners."", ""Part of the group wants a quick measure to restore a calmer atmosphere, while others point out that no explicit incident has yet justified a clear sanction."", ""The instructor then understands that it is not enough to choose between passivity and immediate exclusion."", ""If he downplays the signals received, he risks abandoning those who already feel uncomfortable."", ""But if he decides too harshly, he may turn a problem of framework into a poorly founded personal accusation."", ""He finally opts for a collective reminder of the rules, combined with an individual conversation with the member concerned."", ""The solution remains imperfect, yet it affirms responsibility without pretending to solve by one simple gesture a situation that is still ambiguous.""]",360,Hard,Ethics & responsibility
ROS058,B2,fr,en,What the numbers do not show on their own,Ce que les chiffres ne montrent pas seuls,"[""Dans une salle de séminaire, une doctorante commente des résultats chiffrés qui semblent confirmer avec élégance la thèse défendue depuis des mois par son équipe."", ""L’effet de cohérence est si fort qu’une conclusion rapide paraît presque tentante."", ""Pourtant, une question venue du fond de la salle l’oblige à considérer un élément que les graphiques résument mal : la manière dont certaines réponses ont été produites."", ""Ce rappel méthodologique ne détruit pas les chiffres, mais il change la confiance qu’on peut accorder à leur apparente netteté."", ""Elle réalise alors qu’en se concentrant sur la stabilité statistique, elle avait laissé au second plan les conditions concrètes de collecte."", ""Son commentaire final devient moins affirmatif, non parce que ses données cessent d’avoir de la valeur, mais parce qu’elles ne suffisent plus à elles seules."", ""L’exposé perd un peu de sa force démonstrative immédiate, tout en gagnant une forme de précision plus difficile mais plus honnête.""]","[""In a seminar room, a doctoral student comments on numerical results that seem to confirm with elegance the thesis defended for months by her team."", ""The effect of coherence is so strong that a quick conclusion feels almost tempting."", ""Yet a question from the back of the room forces her to consider something that the graphs summarize badly: the way some responses were produced."", ""This methodological reminder does not destroy the figures, but it changes the confidence one can place in their apparent neatness."", ""She then realizes that by focusing on statistical stability, she had pushed into the background the concrete conditions of data collection."", ""Her final comment becomes less assertive, not because her data stop having value, but because they no longer suffice on their own."", ""The presentation loses a little of its immediate demonstrative force while gaining a kind of precision that is more demanding but more honest.""]",360,Hard,Research & analysis
ROS059,B2,fr,en,A silence that changes meaning,Un silence qui change de sens,"[""Lors d’un dîner, une remarque lancée comme une plaisanterie provoque un silence bref mais visible autour de la table."", ""Celui qui l’a faite croit d’abord que son trait d’humour n’a simplement pas été compris."", ""Pourtant, en observant les regards et la gêne retenue de l’hôte, il comprend peu à peu que le problème ne vient pas d’un manque d’attention, mais d’une limite qu’il n’avait pas perçue."", ""Personne ne le reprend frontalement, ce qui rend la situation à la fois moins violente et plus inconfortable."", ""Il pourrait laisser passer ce moment pour éviter de l’alourdir davantage."", ""Au lieu de cela, il revient brièvement sur sa phrase et reconnaît qu’elle tombait mal dans ce contexte précis."", ""L’ambiance ne redevient pas légère immédiatement, mais le repas peut continuer sans cette tension silencieuse qui menaçait de tout figer.""]","[""During a dinner, a remark made as a joke causes a brief but visible silence around the table."", ""The person who made it first believes that his humorous comment was simply not understood."", ""Yet, by observing the looks exchanged and the host’s restrained discomfort, he gradually understands that the problem does not come from a lack of attention, but from a boundary he had not perceived."", ""Nobody corrects him directly, which makes the situation both less violent and more uncomfortable."", ""He could let the moment pass so as not to make it even heavier."", ""Instead, he briefly returns to his remark and acknowledges that it landed badly in that specific context."", ""The atmosphere does not become light again immediately, but the meal can continue without the silent tension that was threatening to freeze everything.""]",360,Hard,Social behavior & values
ROS060,B2,fr,en,Choosing a useful indicator,Choisir un indicateur utile,"[""Dans une salle de réunion, deux responsables doivent décider quel indicateur suivre en priorité pour évaluer un nouveau service lancé depuis peu."", ""L’un défend une mesure simple et immédiatement lisible, convaincu qu’elle facilitera les décisions rapides."", ""L’autre objecte qu’un chiffre trop visible peut aussi masquer ce que les utilisateurs vivent réellement à moyen terme."", ""Au début, leur désaccord semble opposer efficacité pratique et souci du détail."", ""Pourtant, à mesure qu’ils confrontent leurs exemples, il devient clair qu’ils n’évaluent pas le même risque : l’un redoute l’inaction, l’autre une mauvaise lecture des signaux précoces."", ""Cette distinction transforme le débat, car elle permet de combiner plutôt que d’exclure deux logiques jusqu’alors présentées comme rivales."", ""Ils retiennent finalement un indicateur principal accompagné d’un second repère de contrôle, solution moins élégante sur le papier mais plus fidèle à leurs besoins réels.""]","[""In a meeting room, two managers must decide which indicator to track as a priority in order to evaluate a new service launched recently."", ""One defends a simple and immediately readable measure, convinced that it will make quick decisions easier."", ""The other objects that a figure that is too visible can also hide what users are actually experiencing in the medium term."", ""At first, their disagreement seems to oppose practical efficiency and attention to detail."", ""Yet as they compare their examples, it becomes clear that they are not evaluating the same risk: one fears inaction, the other a misreading of early signals."", ""This distinction transforms the debate, because it makes it possible to combine, rather than exclude, two logics that had until then been presented as rivals."", ""They finally keep one main indicator together with a second control reference, a solution that looks less elegant on paper but is more faithful to their real needs.""]",360,Hard,"Comparison, evaluation & interpretation"
ROS061,B2,fr,en,An appointment moved without notice,Un rendez-vous déplacé sans prévenir,"[""Au guichet administratif, un usager arrive à l’heure indiquée pour retirer un document attendu depuis plusieurs semaines."", ""En consultant l’écran d’accueil, il découvre pourtant que son rendez-vous n’apparaît plus dans la liste du matin."", ""Comme il avait bien reçu une confirmation deux jours plus tôt, il croit d’abord à une simple erreur d’affichage."", ""L’agente vérifie alors le dossier et constate qu’un changement d’horaire a été envoyé la veille à une ancienne adresse électronique."", ""Cette explication ne règle pas son déplacement inutile, mais elle montre que le problème vient d’une information mal mise à jour."", ""Un nouveau créneau lui est proposé dans l’après-midi, ce qui l’agace moins que l’idée de devoir tout recommencer un autre jour.""]","[""At the administrative counter, a user arrives at the scheduled time to collect a document he has been waiting for for several weeks."", ""When checking the reception screen, however, he discovers that his appointment no longer appears on the morning list."", ""Since he had indeed received a confirmation two days earlier, he first thinks it is just a display error."", ""The clerk then checks the file and notices that a schedule change had been sent the day before to an old email address."", ""This explanation does not undo his unnecessary trip, but it shows that the problem comes from information that had not been updated properly."", ""He is offered a new slot in the afternoon, which annoys him less than the idea of having to start everything again on another day.""]",360,Easy,Public policy & institutions
ROS062,B2,fr,en,A prescription to complete,Une ordonnance à compléter,"[""À la pharmacie, une cliente vient chercher un traitement qu’on lui a conseillé de commencer le soir même."", ""En regardant l’ordonnance, le pharmacien remarque pourtant qu’une indication essentielle manque sur la durée exacte à suivre."", ""Comme le produit n’est pas dangereux en soi, elle s’étonne que ce détail puisse bloquer la délivrance."", ""Il lui explique alors que le problème n’est pas le médicament, mais le risque de mauvaise utilisation sans précision médicale suffisante."", ""Plutôt que de la renvoyer immédiatement, il appelle le cabinet où elle a consulté pour obtenir la mention manquante."", ""Quelques minutes plus tard, la prescription est complétée, et elle repart avec un traitement mieux encadré que prévu au départ.""]","[""At the pharmacy, a customer comes to collect a treatment she was advised to start that very evening."", ""While looking at the prescription, however, the pharmacist notices that an essential indication is missing regarding the exact duration to follow."", ""Since the product is not dangerous in itself, she is surprised that this detail can block the dispensing."", ""He then explains that the problem is not the medicine, but the risk of incorrect use without enough medical precision."", ""Rather than sending her away immediately, he calls the practice where she had her consultation to obtain the missing note."", ""A few minutes later, the prescription is completed, and she leaves with a treatment that is more clearly supervised than expected at first.""]",360,Easy,Hospital and Pharmacy essentials
ROS063,B2,fr,en,A card that stayed silent,Une carte restée muette,"[""Dans un café près du centre-ville, un client tente de payer son déjeuner avec une carte qui fonctionnait encore la veille."", ""Lorsque le terminal refuse deux fois l’opération sans message clair, il pense aussitôt à un blocage bancaire."", ""Comme il n’a reçu aucune alerte sur son téléphone, cette hypothèse lui paraît pourtant étrange."", ""La serveuse essaie alors un autre appareil, et le paiement passe immédiatement sans difficulté."", ""Le client comprend que le problème venait moins de son compte que d’un terminal déjà instable depuis le matin."", ""Il règle l’addition soulagé, même s’il garde l’impression qu’une panne technique peut vite faire croire à une erreur plus grave.""]","[""In a café near the town center, a customer tries to pay for his lunch with a card that was still working the day before."", ""When the terminal refuses the transaction twice without a clear message, he immediately thinks of a banking block."", ""Since he has received no alert on his phone, that assumption still seems strange to him."", ""The waitress then tries another machine, and the payment goes through immediately without difficulty."", ""The customer understands that the problem came less from his account than from a terminal that had already been unstable since the morning."", ""He pays the bill relieved, even though he is left with the feeling that a technical fault can quickly look like a more serious mistake.""]",360,Easy,Banking essentials
ROS064,B2,fr,en,A useful rephrasing in a meeting,Une reformulation utile en réunion,"[""Dans une salle de réunion, une collègue présente une proposition qui suscite aussitôt plusieurs questions confuses."", ""Comme chacun reprend un point différent, la discussion risque vite de s’éparpiller sans traiter le cœur du sujet."", ""Un participant intervient alors non pour ajouter un argument, mais pour reformuler ce qu’il croit être la vraie décision à prendre."", ""Cette reformulation ne simplifie pas tout, pourtant elle donne enfin un cadre commun aux réactions du groupe."", ""La collègue confirme ensuite ce qui relevait bien de son objectif initial et ce qui n’était qu’un détail secondaire."", ""Grâce à ce recentrage, la réunion avance plus calmement vers une réponse concrète au lieu de multiplier les malentendus.""]","[""In a meeting room, a colleague presents a proposal that immediately triggers several confused questions."", ""Since each person picks up on a different point, the discussion quickly risks scattering without addressing the heart of the matter."", ""One participant then speaks up not to add an argument, but to rephrase what he believes is the real decision to be made."", ""This rephrasing does not simplify everything, yet it finally gives the group’s reactions a shared framework."", ""The colleague then confirms what did indeed belong to her initial objective and what was only a secondary detail."", ""Thanks to this refocusing, the meeting moves more calmly toward a concrete answer instead of multiplying misunderstandings.""]",360,Easy,Professional communication
ROS065,B2,fr,en,The wrong edition of a textbook,Un manuel pas à la bonne édition,"[""À la bibliothèque universitaire, une étudiante cherche le manuel recommandé pour un séminaire qui commence le lendemain."", ""Lorsqu’elle trouve enfin l’ouvrage au rayon indiqué, elle remarque que certains chapitres ne correspondent pas à ceux cités par l’enseignant."", ""Comme la couverture paraît presque identique à celle de la liste officielle, elle comprend mal d’où vient l’écart."", ""En vérifiant la référence complète, le bibliothécaire constate qu’il s’agit d’une édition plus ancienne restée classée au même endroit."", ""Cette confusion ne l’empêche pas totalement de travailler, mais elle rendrait plusieurs consignes du cours incompréhensibles."", ""Le bon volume est finalement retrouvé dans une réserve, et elle repart surtout avec l’idée qu’un détail bibliographique peut changer bien plus qu’il n’y paraît.""]","[""In the university library, a student looks for the textbook recommended for a seminar starting the next day."", ""When she finally finds the book on the indicated shelf, she notices that some chapters do not match those mentioned by the teacher."", ""Since the cover looks almost identical to the one on the official list, she does not understand at first where the difference comes from."", ""By checking the full reference, the librarian notices that it is an older edition still classified in the same place."", ""This confusion does not completely prevent her from working, but it would make several course instructions impossible to follow properly."", ""The correct volume is eventually found in storage, and she mainly leaves with the idea that a bibliographic detail can matter far more than it seems.""]",360,Easy,Education systems & academic life
ROS066,B2,fr,en,A key everyone thought was lost,Une clé qu’on croyait perdue,"[""À l’accueil du travail, un employé cherche une clé de réserve indispensable pour ouvrir un local avant l’arrivée d’un prestataire."", ""Comme personne ne la retrouve dans le tiroir habituel, il commence à craindre qu’elle ait été égarée la veille."", ""Cette inquiétude gagne vite l’équipe, car le local contient le matériel prévu pour une intervention déjà confirmée."", ""En reprenant plus calmement le registre, une collègue remarque pourtant qu’un déplacement temporaire de la clé y avait bien été noté."", ""Le problème ne venait donc pas d’une perte, mais d’une habitude de rangement reprise trop vite sans vérifier la dernière mise à jour."", ""La clé est récupérée à temps, et l’épisode sert surtout de rappel sur l’utilité des consignes écrites quand la routine reprend le dessus.""]","[""At the workplace reception desk, an employee is looking for a spare key needed to open a storage room before a service provider arrives."", ""Since nobody can find it in the usual drawer, he begins to fear that it was misplaced the day before."", ""This worry quickly spreads through the team, because the room contains equipment intended for an already confirmed intervention."", ""By going back more calmly to the logbook, a colleague nevertheless notices that a temporary relocation of the key had indeed been recorded there."", ""So the problem did not come from a loss, but from returning too quickly to a storage habit without checking the latest update."", ""The key is recovered in time, and the episode mainly serves as a reminder of how useful written procedures are when routine takes over.""]",360,Easy,Work-related essentials
ROS067,B2,fr,en,Sorting that was not so obvious,Un tri qui n’allait pas de soi,"[""Dans la cuisine de l’immeuble partagé, un nouveau tableau de tri des déchets suscite plus d’hésitations que prévu."", ""Plusieurs habitants pensaient d’abord que les nouvelles consignes simplifieraient enfin une organisation déjà floue."", ""Pourtant, certaines catégories rapprochent des objets qui ne se ressemblent pas au premier regard."", ""Une voisine propose alors de relire ensemble les exemples donnés au lieu de corriger chacun les autres au hasard."", ""Cette courte vérification montre que plusieurs erreurs répétées venaient moins de la négligence que d’un vocabulaire mal compris."", ""Le tri ne devient pas parfait d’un coup, mais le ton change dès que la règle paraît plus lisible pour tout le monde.""]","[""In the kitchen of a shared building, a new waste-sorting chart causes more hesitation than expected."", ""Several residents had first thought that the new instructions would finally simplify an already unclear system."", ""Yet some categories bring together objects that do not look alike at first sight."", ""One neighbor then suggests reading the given examples together instead of each person correcting the others at random."", ""This short check shows that several repeated mistakes came less from carelessness than from poorly understood wording."", ""Sorting does not suddenly become perfect, but the tone changes as soon as the rule feels more readable to everyone.""]",360,Easy,Environmental challenges & sustainability
ROS068,B2,fr,en,A warranty that was misread,Une garantie mal lue,"[""Dans une boutique d’électronique, un client revient avec un appareil qu’il pensait pouvoir échanger immédiatement après une panne rapide."", ""Comme l’affiche en vitrine parlait d’assistance “sans souci”, il s’attendait à une solution presque automatique."", ""La vendeuse lui explique pourtant que la garantie couvre bien la réparation, mais pas un remplacement instantané dans tous les cas."", ""Cette nuance le contrarie d’abord, parce qu’il avait compris la promesse commerciale d’une manière plus large."", ""En relisant les conditions avec elle, il voit que l’expression mise en avant restait plus rassurante que précise."", ""L’appareil est pris en charge, et il repart moins en colère qu’au début, surtout parce qu’il a identifié l’écart entre slogan et procédure réelle.""]","[""In an electronics shop, a customer returns with a device he thought he could exchange immediately after it broke down quickly."", ""Since the window display had spoken of “hassle-free” support, he expected an almost automatic solution."", ""Yet the salesperson explains that the warranty does cover repair, but not an instant replacement in every case."", ""This nuance first frustrates him, because he had understood the commercial promise in a broader way."", ""By rereading the conditions with her, he sees that the highlighted expression was more reassuring than precise."", ""The device is taken in, and he leaves less angry than at the start, mainly because he has identified the gap between slogan and actual procedure.""]",360,Easy,Consumer culture & advertising
ROS069,B2,fr,en,A passage closed at the last moment,Un passage fermé au dernier moment,"[""Dans le quartier, des passants arrivent devant un raccourci piéton qu’ils utilisent d’ordinaire pour rejoindre la gare plus vite."", ""Ce matin-là, un panneau annonce pourtant une fermeture temporaire à cause d’une intervention sur les réseaux souterrains."", ""Comme l’affichage a été posé au dernier moment, plusieurs personnes ralentissent en cherchant s’il existe une exception pour les piétons."", ""Un agent de chantier leur indique alors un itinéraire de remplacement, un peu plus long mais clairement balisé."", ""La gêne reste réelle pour ceux qui comptaient sur ce passage pour gagner du temps."", ""Néanmoins, l’information donnée sur place évite que la confusion se transforme en aller-retour inutile dans une zone déjà encombrée.""]","[""In the neighborhood, pedestrians arrive in front of a shortcut they usually use to reach the station faster."", ""That morning, however, a sign announces a temporary closure because of work on underground networks."", ""Since the notice was put up at the last moment, several people slow down while wondering whether there might be an exception for pedestrians."", ""A site worker then shows them an alternative route, slightly longer but clearly marked."", ""The inconvenience remains real for those who had counted on this path to save time."", ""Nevertheless, the information given on site prevents the confusion from turning into useless backtracking in an already crowded area.""]",360,Easy,Urban life & infrastructure
ROS070,B2,fr,en,Better to wait than reply too fast,Mieux attendre que répondre trop vite,"[""Dans le salon, deux sœurs rédigent un message délicat à envoyer à un proche après une discussion familiale tendue."", ""L’une voudrait répondre tout de suite pour ne pas laisser le malaise s’installer plus longtemps."", ""L’autre craint au contraire qu’un texte écrit trop vite donne l’impression d’accuser au lieu d’apaiser."", ""Après avoir relu plusieurs versions, elles comprennent que leur désaccord porte moins sur le fond que sur le bon moment pour parler."", ""Elles décident alors de garder les idées essentielles, mais de remettre l’envoi au lendemain matin."", ""Cette attente ne résout pas le conflit à elle seule, pourtant elle leur évite une formulation qu’elles auraient sans doute regrettée ensuite.""]","[""In the living room, two sisters are drafting a delicate message to send to a relative after a tense family discussion."", ""One wants to reply right away so as not to let the discomfort settle for longer."", ""The other fears, on the contrary, that a text written too quickly will sound accusatory rather than calming."", ""After rereading several versions, they understand that their disagreement concerns less the substance than the right moment to speak."", ""They then decide to keep the essential ideas but postpone sending the message until the next morning."", ""This delay does not solve the conflict by itself, yet it spares them a wording they would probably have regretted later.""]",360,Easy,"Decisions, negotiation & persuasion"
ROS071,B2,fr,en,Reframing a criticism,Une critique à recadrer,"[""Dans un espace de coworking, la responsable d’une petite équipe entend un échange qui devient brusquement plus dur que le désaccord initial ne le justifiait."", ""L’un des collaborateurs croit corriger un problème concret, mais son ton donne à l’autre l’impression d’être publiquement remis en cause."", ""Comme les deux se sentent déjà sous pression, aucun ne parvient à distinguer le fond de la forme au moment même."", ""La responsable interrompt alors la discussion non pour trancher sur le contenu, mais pour reformuler ce qui relève d’un point de travail et ce qui touche à la manière de se parler."", ""Ce déplacement surprend d’abord les deux collègues, qui s’attendaient plutôt à une prise de parti immédiate."", ""Pourtant, cette clarification permet de reprendre le sujet sans effacer complètement le malaise."", ""L’échange se termine moins par une réconciliation nette que par une limite devenue plus visible pour la suite.""]","[""In a coworking space, the manager of a small team overhears an exchange that suddenly becomes harsher than the initial disagreement justified."", ""One of the collaborators believes he is correcting a concrete problem, but his tone gives the other the impression of being publicly called into question."", ""Since both already feel under pressure, neither manages to separate the substance from the form in the moment itself."", ""The manager then interrupts the discussion not to rule on the content, but to rephrase what belongs to a work issue and what concerns the way people speak to one another."", ""This shift first surprises both colleagues, who were rather expecting an immediate taking of sides."", ""Yet this clarification makes it possible to resume the topic without entirely erasing the discomfort."", ""The exchange ends less with a clear reconciliation than with a boundary that has become more visible for the future.""]",360,Medium,Management & leadership
ROS072,B2,fr,en,Comparing before changing plans,Comparer avant de changer d’offre,"[""À la maison, un couple envisage de modifier son forfait bancaire après avoir constaté que certaines opérations deviennent payantes."", ""Leur premier réflexe est de choisir l’offre la moins chère affichée sur le site, puisqu’elle semble corriger le problème immédiatement."", ""Pourtant, en regardant leur usage réel, ils voient que les services qu’ils utilisent le plus ne figurent pas tous dans cette formule."", ""Cette découverte complique leur décision, car une économie apparente pourrait en cacher d’autres frais quelques semaines plus tard."", ""Ils prennent alors le temps de comparer non seulement les tarifs, mais aussi les limitations discrètes qui accompagnent chaque option."", ""Leur choix final n’est pas celui qui paraît le plus avantageux au premier coup d’œil, mais celui qui correspond mieux à leurs habitudes."", ""Ils ferment l’ordinateur avec moins d’enthousiasme qu’au début, et davantage de clarté sur ce qu’ils paient réellement.""]","[""At home, a couple considers changing their banking plan after noticing that some transactions are becoming chargeable."", ""Their first reflex is to choose the cheapest option shown on the website, since it seems to fix the problem immediately."", ""Yet when looking at their real usage, they see that the services they use most are not all included in that package."", ""This discovery complicates their decision, because an apparent saving could hide other charges a few weeks later."", ""They then take the time to compare not only the prices, but also the discreet limitations that come with each option."", ""Their final choice is not the one that appears most attractive at first glance, but the one that better matches their habits."", ""They close the computer with less enthusiasm than at the beginning, and with more clarity about what they are actually paying for.""]",360,Medium,Finance and Banking
ROS073,B2,fr,en,When the symptom changes the question,Quand le symptôme change la question,"[""Dans une salle d’attente, une patiente venait surtout consulter pour un inconfort qu’elle pensait banal depuis plusieurs jours."", ""En parlant avec l’infirmière avant le rendez-vous, elle mentionne pourtant un détail qu’elle n’aurait pas jugé utile de signaler seule."", ""Ce détail modifie aussitôt la manière dont son cas est évalué, non parce qu’il prouve quelque chose à lui seul, mais parce qu’il change le niveau d’attention nécessaire."", ""La patiente s’inquiète alors d’avoir sous-estimé la situation depuis le début."", ""L’infirmière la rassure partiellement : le problème n’est pas forcément grave, mais il ne doit plus être traité comme une simple gêne passagère."", ""Le rendez-vous est réorganisé pour qu’elle soit vue plus vite que prévu."", ""En attendant, elle mesure surtout combien une information qu’elle croyait secondaire a déplacé tout le sens de sa visite.""]","[""In a waiting room, a patient had mainly come to consult for a discomfort she had considered ordinary for several days."", ""While speaking with the nurse before the appointment, however, she mentions a detail she would not have thought useful to report on her own."", ""This detail immediately changes the way her case is assessed, not because it proves anything by itself, but because it changes the level of attention required."", ""The patient then worries that she has underestimated the situation from the start."", ""The nurse partly reassures her: the problem is not necessarily serious, but it should no longer be treated as a simple temporary annoyance."", ""The appointment is reorganized so that she can be seen faster than planned."", ""While waiting, she mainly realizes how much a detail she believed secondary has shifted the whole meaning of her visit.""]",360,Medium,Healthcare and pharmacy
